day,repayment_cume,repayment_30d,writedown_cume,writedown_cume_30d_ago,deposit_cume,deposit_cume_30d_ago,interest_cume,interest_cume_30d_ago,withdrawal_cume,withdrawal_cume_30d_ago,loans_outstanding,tvl,utilitization,apy_30d,gains_cume,gains_30d,reserve_cume,reserve_30d
2021-04-14,"22,510.54",11650.90767,0,0,1215440.18,1214632.18,19309.20585,7658.309275,1003,1000,"1,000,998.67","1,233,746.39",81.13,12.322593,"19,309.21",11650.89657,2150.482303,1294.55906
2021-04-13,"22,510.02",11650.38953,0,0,1215432.18,1214632.18,19308.6877,7658.309275,1000,1000,"1,000,998.67","1,233,740.87",81.14,12.322042,"19,308.69",11650.37843,2150.409732,1294.486489
2021-04-12,"22,510.02",11650.38953,0,0,1215432.18,1214632.18,19308.6877,7658.309275,1000,1000,"1,000,998.67","1,233,740.87",81.14,12.322042,"19,308.69",11650.37843,2150.409732,1294.486489
2021-04-11,"22,510.02",11650.38953,0,0,1215432.18,1214632.18,19308.6877,7658.309275,1000,1000,"1,000,998.67","1,233,740.87",81.14,12.322042,"19,308.69",11650.37843,2150.409732,1294.486489
2021-04-10,"22,510.02",11650.38953,0,0,1215432.18,1214632.18,19308.6877,7658.309275,1000,1000,"1,000,998.67","1,233,740.87",81.14,12.322042,"19,308.69",11650.37843,2150.409732,1294.486489
2021-04-09,"22,510.02",11650.38953,0,0,1215432.18,1214632.18,19308.6877,7658.309275,1000,1000,"1,000,998.67","1,233,740.87",81.14,12.322042,"19,308.69",11650.37843,2150.409732,1294.486489
2021-04-08,"22,510.02",12981.89637,0,0,1215432.18,1214632.18,19308.6877,6326.802426,1000,1000,"1,000,998.67","1,233,740.87",81.14,13.815654,"19,308.69",12981.88528,2150.409732,1442.431694
2021-04-07,"22,510.02",12981.89637,0,0,1215432.18,1214632.18,19308.6877,6326.802426,1000,1000,"1,000,998.67","1,233,740.87",81.14,13.815654,"19,308.69",12981.88528,2150.409732,1442.431694
2021-04-06,"22,510.02",12981.89637,0,0,1215432.18,1214632.18,19308.6877,6326.802426,1000,1000,"1,000,998.67","1,233,740.87",81.14,13.815654,"19,308.69",12981.88528,2150.409732,1442.431694
2021-04-05,"22,510.02",12981.89637,0,0,1215432.18,1214632.18,19308.6877,6326.802426,1000,1000,"1,000,998.67","1,233,740.87",81.14,13.815654,"19,308.69",12981.88528,2150.409732,1442.431694
2021-04-04,"22,510.02",12981.89637,0,0,1215432.18,1214632.18,19308.6877,6326.802426,1000,1000,"1,000,998.67","1,233,740.87",81.14,13.815654,"19,308.69",12981.88528,2150.409732,1442.431694
2021-04-03,"22,510.02",12981.89637,0,0,1215432.18,1214632.18,19308.6877,6326.802426,1000,1000,"1,000,998.67","1,233,740.87",81.14,13.815654,"19,308.69",12981.88528,2150.409732,1442.431694
2021-04-02,"22,510.02",12981.89637,0,0,1215432.18,1214632.18,19308.6877,6326.802426,1000,1000,"1,000,998.67","1,233,740.87",81.14,13.815654,"19,308.69",12981.88528,2150.409732,1442.431694
2021-04-01,"18,515.50",8987.375826,0,0,1215432.18,1214632.18,15314.16715,6326.802426,1000,1000,"1,000,998.67","1,229,746.35",81.4,9.388647,"15,314.17",8987.364727,1706.574117,998.596079
2021-03-31,"18,515.50",8987.375826,0,0,1215432.18,1189632.18,15314.16715,6326.802426,1000,1000,"1,000,998.67","1,229,746.35",81.4,9.490437,"15,314.17",8987.364727,1706.574117,998.596079
2021-03-30,"18,515.50",8987.375826,0,0,1215432.18,1189632.18,15314.16715,6326.802426,1000,1000,"1,000,998.67","1,229,746.35",81.4,9.490437,"15,314.17",8987.364727,1706.574117,998.596079
2021-03-29,"18,515.50",8987.375826,0,0,1215432.18,1189632.18,15314.16715,6326.802426,1000,1000,"1,000,998.67","1,229,746.35",81.4,9.490437,"15,314.17",8987.364727,1706.574117,998.596079
2021-03-28,"13,522.35",3994.228715,0,0,1215432.18,1189632.18,10321.03114,6326.802426,1000,1000,"1,000,998.68","1,224,753.21",81.73,4.120461,"10,321.03",3994.228715,1151.781228,443.80319
2021-03-27,"13,522.35",8988.460951,0,0,1215432.18,1189632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,224,753.21",81.65,9.490188,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-26,"13,522.35",8988.460951,0,0,1215432.18,1189632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,224,753.21",81.65,9.490188,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-25,"13,522.35",8988.460951,0,0,1215432.18,1189632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,224,753.21",81.65,9.490188,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-24,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-23,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-22,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-21,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-20,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-19,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-18,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-17,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-16,"13,522.35",8988.460951,0,0,1214632.18,1139632.18,10321.03114,1333.892536,1000,1000,"999,998.68","1,223,953.21",81.7,9.703966,"10,321.03",8987.138605,1151.781228,998.570954
2021-03-15,"10,859.63",6325.739085,0,0,1214632.18,1139632.18,7658.309275,1333.892536,1000,1000,"999,998.68","1,221,290.49",81.88,6.742431,"7,658.31",6324.416739,855.923243,702.712969
2021-03-14,"10,859.63",6325.739085,0,0,1214632.18,1139632.18,7658.309275,1333.892536,1000,1000,"999,998.68","1,221,290.49",81.88,6.742431,"7,658.31",6324.416739,855.923243,702.712969
2021-03-13,"10,859.63",6325.739085,0,0,1214632.18,1139632.18,7658.309275,1333.892536,1000,1000,"999,998.68","1,221,290.49",81.88,6.742431,"7,658.31",6324.416739,855.923243,702.712969
2021-03-12,"10,859.63",6325.739085,0,0,1214632.18,1139632.18,7658.309275,1333.892536,1000,1000,"999,998.68","1,221,290.49",81.88,6.742431,"7,658.31",6324.416739,855.923243,702.712969
2021-03-11,"10,859.63",6325.739085,0,0,1214632.18,1139632.18,7658.309275,1333.892536,1000,1000,"999,998.68","1,221,290.49",81.88,6.742431,"7,658.31",6324.416739,855.923243,702.712969
2021-03-10,"10,859.63",6325.739085,0,0,1214632.18,1139632.18,7658.309275,1333.892536,1000,1000,"999,998.68","1,221,290.49",81.88,6.742431,"7,658.31",6324.416739,855.923243,702.712969
2021-03-09,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-08,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-07,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-06,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-05,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-04,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-03,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-02,"9,528.12",4994.232236,0,0,1214632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,219,958.98",81.97,5.406853,"6,326.80",4992.90989,707.978038,554.767764
2021-03-01,"9,528.12",4994.232236,0,0,1189632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,194,958.98",83.68,5.467671,"6,326.80",4992.90989,707.978038,554.767764
2021-02-28,"9,528.12",4994.232236,0,0,1189632.18,1089632.18,6326.802426,1333.892536,1000,1000,"999,998.68","1,194,958.98",83.68,5.467671,"6,326.80",4992.90989,707.978038,554.767764
2021-02-27,"9,528.12",6325.540079,0,0,1189632.18,1089632.18,6326.802426,2.584693,1000,1000,"999,998.68","1,194,958.98",83.68,6.971196,"6,326.80",6324.217733,707.978038,702.690857
2021-02-26,"9,528.12",6325.540079,0,0,1189632.18,1039632.18,6326.802426,2.584693,1000,1000,"999,998.68","1,194,958.98",83.68,7.132689,"6,326.80",6324.217733,707.978038,702.690857
2021-02-25,"4,533.89",1331.307843,0,0,1189632.18,914057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,189,966.07",84.04,1.552336,"1,333.89",1331.307843,153.210274,147.923093
2021-02-24,"4,533.89",1331.307843,0,0,1189632.18,914057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,189,966.07",84.04,1.552336,"1,333.89",1331.307843,153.210274,147.923093
2021-02-23,"4,533.89",1331.307843,0,0,1189632.18,814057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,189,966.07",84.04,1.630465,"1,333.89",1331.307843,153.210274,147.923093
2021-02-22,"4,533.89",1331.307843,0,0,1139632.18,814057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.672554,"1,333.89",1331.307843,153.210274,147.923093
2021-02-21,"4,533.89",1331.307843,0,0,1139632.18,814057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.672554,"1,333.89",1331.307843,153.210274,147.923093
2021-02-20,"4,533.89",1331.307843,0,0,1139632.18,814057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.672554,"1,333.89",1331.307843,153.210274,147.923093
2021-02-19,"4,533.89",1331.307843,0,0,1139632.18,764057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.716874,"1,333.89",1331.307843,153.210274,147.923093
2021-02-18,"4,533.89",1331.307843,0,0,1139632.18,664057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.812954,"1,333.89",1331.307843,153.210274,147.923093
2021-02-17,"4,533.89",1331.307843,0,0,1139632.18,664057.36,1333.892536,2.584693,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.812954,"1,333.89",1331.307843,153.210274,147.923093
2021-02-16,"4,533.89",2331.480445,0,0,1139632.18,664057.36,1333.892536,2.412091,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.813191,"1,333.89",1331.480445,153.210274,147.942271
2021-02-15,"4,533.89",3320.213913,0,0,1139632.18,664057.36,1333.892536,2.241462,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.813425,"1,333.89",1331.651074,153.210274,147.961229
2021-02-14,"4,533.89",3320.213913,0,0,1139632.18,664057.36,1333.892536,2.241462,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.813425,"1,333.89",1331.651074,153.210274,147.961229
2021-02-13,"4,533.89",3320.213913,0,0,1139632.18,614057.36,1333.892536,2.241462,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.865628,"1,333.89",1331.651074,153.210274,147.961229
2021-02-12,"4,533.89",3320.213913,0,0,1139632.18,603999.36,1333.892536,2.241462,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.876494,"1,333.89",1331.651074,153.210274,147.961229
2021-02-11,"4,533.89",3320.213913,0,0,1139632.18,503999.36,1333.892536,2.241462,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.991838,"1,333.89",1331.651074,153.210274,147.961229
2021-02-10,"4,533.89",4362.642638,0,0,1139632.18,503999.36,1333.892536,1.890968,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.992367,"1,333.89",1332.001568,153.210274,148.000172
2021-02-09,"4,533.89",4362.642638,0,0,1139632.18,503999.36,1333.892536,1.890968,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.992367,"1,333.89",1332.001568,153.210274,148.000172
2021-02-08,"4,533.89",4362.642638,0,0,1139632.18,503999.36,1333.892536,1.890968,1000,1000,"1,000,000.00","1,139,966.07",87.72,1.992367,"1,333.89",1332.001568,153.210274,148.000172
2021-02-07,"4,533.89",4362.642638,0,0,1089632.18,503999.36,1333.892536,1.890968,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.055542,"1,333.89",1332.001568,153.210274,148.000172
2021-02-06,"4,533.89",4362.642638,0,0,1089632.18,503999.36,1333.892536,1.890968,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.055542,"1,333.89",1332.001568,153.210274,148.000172
2021-02-05,"4,533.89",4362.642638,0,0,1089632.18,503999.36,1333.892536,1.890968,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.055542,"1,333.89",1332.001568,153.210274,148.000172
2021-02-04,"4,533.89",4362.642638,0,0,1089632.18,503999.36,1333.892536,1.890968,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.055542,"1,333.89",1332.001568,153.210274,148.000172
2021-02-03,"4,533.89",4513.119787,0,0,1089632.18,503999.36,1333.892536,1.685305,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.055863,"1,333.89",1332.207231,153.210274,148.023023
2021-02-02,"4,533.89",4513.119787,0,0,1089632.18,503999.36,1333.892536,1.685305,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.055863,"1,333.89",1332.207231,153.210274,148.023023
2021-02-01,"4,533.89",4513.290813,0,0,1089632.18,503999.36,1333.892536,1.514537,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.056129,"1,333.89",1332.377999,153.210274,148.041997
2021-01-31,"4,533.89",4513.290813,0,0,1089632.18,503999.36,1333.892536,1.514537,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.056129,"1,333.89",1332.377999,153.210274,148.041997
2021-01-30,"4,533.89",4513.290813,0,0,1089632.18,503999.36,1333.892536,1.514537,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.056129,"1,333.89",1332.377999,153.210274,148.041997
2021-01-29,"4,533.89",4514.271824,0,0,1089632.18,503999.36,1333.892536,1.343628,1000,1000,"1,000,000.00","1,089,966.07",91.75,2.056395,"1,333.89",1332.548908,153.210274,148.060986
2021-01-28,"3,202.58",3182.963981,0,0,1089632.18,503999.36,2.584693,1.343628,1000,1000,"1,000,000.00","1,088,634.76",91.86,0.001897,2.58,1.241065,5.287181,0.137893
2021-01-27,"3,202.58",3182.963981,0,0,1039632.18,503999.36,2.584693,1.343628,1000,1000,"1,000,000.00","1,038,634.76",96.28,0.001959,2.58,1.241065,5.287181,0.137893
2021-01-26,"3,202.58",3183.505641,0,-58.308465,914057.36,503999.36,2.584693,0.998568,1000,1000,"400,000.00","913,059.94",43.81,-0.097427,2.58,-56.72234,5.287181,0.176233
2021-01-25,"3,202.58",3188.501861,0,0,914057.36,503999.36,2.584693,0.964546,1000,1000,"400,000.00","913,059.94",43.81,0.002784,2.58,1.620147,5.287181,0.180013
2021-01-24,"3,202.58",3188.501861,0,0,814057.36,403999.36,2.584693,0.964546,1000,1000,"400,000.00","813,059.94",49.2,0.003242,2.58,1.620147,5.287181,0.180013
2021-01-23,"3,202.58",3188.501861,0,0,814057.36,403999.36,2.584693,0.964546,1000,1000,"400,000.00","813,059.94",49.2,0.003242,2.58,1.620147,5.287181,0.180013
2021-01-22,"3,202.58",3188.501861,0,0,814057.36,403999.36,2.584693,0.964546,1000,1000,"400,000.00","813,059.94",49.2,0.003242,2.58,1.620147,5.287181,0.180013
2021-01-21,"3,202.58",3188.501861,0,0,814057.36,403999.36,2.584693,0.964546,1000,1000,"400,000.00","813,059.94",49.2,0.003242,2.58,1.620147,5.287181,0.180013
2021-01-20,"3,202.58",3188.501861,0,0,764057.36,403999.36,2.584693,0.964546,1000,1000,"400,000.00","763,059.94",52.42,0.003381,2.58,1.620147,5.287181,0.180013
2021-01-19,"3,202.58",3190.665238,0,0,664057.36,403999.36,2.584693,0.724929,1000,1000,"400,000.00","663,059.94",60.33,0.004245,2.58,1.859764,5.287181,0.206636
2021-01-18,"3,202.58",3190.665238,0,0,664057.36,403999.36,2.584693,0.724929,1000,1000,"400,000.00","663,059.94",60.33,0.004245,2.58,1.859764,5.287181,0.206636
2021-01-17,"2,202.41",2190.492636,0,0,664057.36,403999.36,2.412091,0.724929,1000,1000,"401,000.00","663,059.77",60.48,0.003851,2.41,1.687162,5.268003,0.187458
2021-01-16,"1,213.68",1212.320814,0,0,664057.36,403999.36,2.241462,0.379725,1000,1000,"401,988.56","663,059.60",60.63,0.00425,2.24,1.861737,5.249045,0.206854
2021-01-15,"1,213.68",1212.320814,0,0,664057.36,303999.36,2.241462,0.379725,1000,1000,"401,988.56","663,059.60",60.63,0.00469,2.24,1.861737,5.249045,0.206854
2021-01-14,"1,213.68",1212.320814,0,0,614057.36,303999.36,2.241462,0.379725,1000,1000,"401,988.56","613,059.60",65.57,0.004945,2.24,1.861737,5.249045,0.206854
2021-01-13,"1,213.68",1212.320814,0,0,603999.36,303999.36,2.241462,0.379725,1000,1000,"401,988.56","603,001.60",66.66,0.005,2.24,1.861737,5.249045,0.206854
2021-01-12,"1,213.68",1212.320814,0,0,503999.36,303999.36,2.241462,0.379725,1000,1000,"401,988.56","503,001.60",79.92,0.005621,2.24,1.861737,5.249045,0.206854
2021-01-11,171.25,169.892089,0,0,503999.36,303999.36,1.890968,0.379725,1000,1000,"252,030.64","503,001.25",50.11,0.004563,1.89,1.511243,5.210102,0.167911
2021-01-10,171.25,169.892089,0,0,503999.36,303999.36,1.890968,0.379725,1000,1000,"252,030.64","503,001.25",50.11,0.004563,1.89,1.511243,5.210102,0.167911
2021-01-09,171.25,170.072911,0,0,503999.36,104000,1.890968,0.207123,1000,1000,"252,030.64","503,001.25",50.11,0.006762,1.89,1.683845,5.210102,0.187089
2021-01-08,171.25,171.249898,0,0,503999.36,104000,1.890968,0,1000,1000,"252,030.64","503,001.25",50.11,0.007593,1.89,1.890968,5.210102,0.210102
2021-01-07,171.25,171.249898,0,0,503999.36,104000,1.890968,0,1000,1000,"252,030.64","503,001.25",50.11,0.007593,1.89,1.890968,5.210102,0.210102
2021-01-06,171.25,171.249898,0,0,503999.36,104000,1.890968,0,1000,1000,"252,030.64","503,001.25",50.11,0.007593,1.89,1.890968,5.210102,0.210102
2021-01-05,171.25,171.249898,0,0,503999.36,23000,1.890968,0,1000,1000,"252,030.64","503,001.25",50.11,0.008765,1.89,1.890968,5.210102,0.210102
2021-01-04,20.77,20.772749,0,0,503999.36,11000,1.685305,0,1000,1000,"252,180.91","503,001.05",50.14,0.007994,1.69,1.685305,5.187251,0.187251
2021-01-03,20.77,20.772749,0,0,503999.36,11000,1.685305,0,1000,1000,"252,180.91","503,001.05",50.14,0.007994,1.69,1.685305,5.187251,0.187251
2021-01-02,20.6,20.601723,0,0,503999.36,11000,1.514537,0,1000,1000,"252,180.91","503,000.87",50.14,0.007184,1.51,1.514537,5.168277,0.168277
2021-01-01,20.6,20.601723,0,0,503999.36,11000,1.514537,0,1000,1000,"252,180.91","503,000.87",50.14,0.007184,1.51,1.514537,5.168277,0.168277
2020-12-31,20.6,20.601723,0,0,503999.36,0,1.514537,0,1000,0,"252,180.91","503,000.87",50.14,0.007327,1.51,1.514537,5.168277,5.168277